post_id,comment_id,from_id,date,text
668744,669210,533390251,1762807885,Редкая крошка.
668744,669211,533390251,1762808177,"Плюньте в меня, но уж лучше Гранты спустя 25 лет до сих пор. Я патриот, но не идиот. Что мы за эту огромную пропасть времени сделали в нашем автопроме?  Ни-ху-я...."
668744,669224,260109642,1762840168,"На самом деле, вот все эти некропремиумы хороши, когда смотришь на них издалека, потому что в реальности, это черные дыры для денег, которые, если сойдутся карты, планеты, звезды, вас покатают и принесут эмоции"
668724,668731,337928624,1762289769,"Датчик лямбо зонд спасибо не скажет, он и так на соплях, и проводки с клемы торчат, так его еще и под давлением с едкими веществами помыли, интересно потом чек появился, или вообще двигатель запустился?🤔"
668724,668758,34433445,1762324959,Зачем такая процедуры для этого ведра? Да и в принципе зачем?
668718,668742,1080893928,1762302675,А там есть кондиционер?
668718,668801,339862634,1762358566,
668710,668763,8367207,1762326373,"Это ""GT"", а не ""GT40""!🤦‍♂"
668698,668717,535162369,1762277734,Почему чёрно-белое фото?
668698,669072,310939220,1762664486,И тут немцы👍
668684,668688,734954978,1762254632,Жалка тачку
668684,668715,663881749,1762276411,Спрятан бароном !! Придет время -встанет в трафик перевозки зефира😁💰👌🤸🏻‍♂️
668684,669080,525386212,1762672366,Барон выйдет на волю будут предъявы😂
668684,669113,728810918,1762698480,
668684,669171,706452530,1762769160,"Походу где-то в Британии, там много интересного..."
668684,669178,248565684,1762777649,"О каком бароне вы ведёте речь, если это Британия?"
668646,668694,1910475,1762261968,"Как будто, смесь Пантеры и Соника."
668641,668683,452203865,1762249849,"Если бы авторитет приехал на стрелку на таких петушиных дисках, его бы выгнали как педика."
668641,669120,867441091,1762709431,Бомба!!!
668635,668654,8367207,1762231872,"» Одной из причин заниженной производительности являлись распредвалы с довольно короткой и узкой формой кулачков (на языке тюнеров именуемые «ватными»).  Он там один и находится внизу, в блоке. А на фото рестомод с современным двигателем."
668605,668608,7297284,1762199044,"Десятки тысяч логанов и солярисов с бешеными пробегами. Которые наконец то сшибут спесь с владельцев майбохов и кадиллаков, что те вынуждены будут в полцены продавать свои геликоптеры и пересаживаться на эти божественные колесницы."
668605,668611,10351321,1762202417,Про утиль сбор с 1 декабря и выравнивания рынком всех машин по верхнему пределу в таких случаях автор и не в курсе ...
668605,668614,563467841,1762203660,
668605,668615,251100131,1762203841,"Народ, кто-нибудь подскажет, что это за автомобиль ?"
668605,668621,608044140,1762206741,"Мечтай в одну руку, сри в другую и посмотри потом какая вперёд наполнится"
668605,668624,1128326,1762208629,Кому нужны старые ведра из-под такси? Верно: только лохам
668605,668636,18649321,1762216625,А что мешает эти машины перевести в каршеринг?
668605,668645,91820870,1762225431,Чушь полная
668605,668652,9669824,1762230047,"""Старые"" машины откатают свой срок, обязаловки по замене текущей иномарки на новую отечественную дял такси нет"
668605,668655,113239152,1762233525,"Никогда цены на автомобиле за последние 25 лет не падали, а теперь упадут. Никогда такого не было, и вот снова😂😂😂😂😂"
668605,668656,21297712,1762233559,Ага ждите...
668605,668659,21750337,1762235277,"Могут рухнуть,но не рухнут 😆"
668605,668662,729138312,1762235744,Хоть одна хорошая новость за многие десятилетия.  Перекупы страданут
668605,668677,7358010,1762246273,"Могут, но точне не рухнут)"
668605,668678,34433445,1762246476,Хорошая попытка 😁
668605,668679,34433445,1762246511,"Эти подтаксишные помойки не конкурент, будут сами стоить коппейки"
668605,668681,570477652,1762249273,"бред полный, ни один здравомыслящий человек не купит себе отжатое ведро с огромным пробегом из под такси, а вот перекупы явно будут такие брать чтоб со скрученным пробегом лохам впаривать))"
668605,668686,852587025,1762251041,с чего вдруг?
668605,668691,44192504,1762257722,Кому говно нужно?))))
668605,668765,482860234,1762326838,"Когда такое было, чтоб что-то дешевло... Дешевеют только деньги и труд.🤷"
668605,668806,260109642,1762359511,
668605,668958,128775696,1762520897,Toyota Prius теперь не такси 😁🔥
668605,668990,826542996,1762538898,"Автор,что за хуйню ты пишешь?"
668605,668997,440758651,1762549789,В России могут только рухнуть зарплаты на 40%
668605,669003,164607083,1762568066,Ложь
668590,668963,66707485,1762529527,
668572,668632,32138800,1762213414,"46 моя любимая, самая красивая М3 как по мне"
668572,668788,431191434,1762346487,
668572,668992,45743266,1762540445,"Если масло не капает, хотя бы с глушителя... Значит, оно кончилось😆😉"
668572,669063,1031696913,1762635933,А ещё это вагон(вообще пушка)
668545,668595,1080893928,1762194567,😂
668536,668556,791629138,1762181221,"Нигде он не проедет. Мало того, что на твердой поверхности, он не может вообще передвигаться. Так еще в тундре он срвывает дерн и наносит непоправимый вред экологии. Бесполезное изобретение. Не зря от них отказались."
668526,668593,775193474,1762193530,Легенда сверхъестественного😅😅
668526,669012,45852627,1762589499,
668526,669070,46205125,1762660970,
668517,668609,24530310,1762201034,16 valve в тему
668517,668781,42521574,1762340519,🔥
668517,668876,1074186206,1762432075,Почему обзорщики и авто передачи говорят о том и восхищаются развёрнутой торпедой на водителя у BMW как будто только они так делали но у бмв это была эпоха того времени а блять про Volvo забыли а про Saab/Scania в то время это же было и у Шведов я понял обзорщики не хуя не понимаю они просто делают авто шоу а ведь инженерия шведов придумала это еще и тогда вернемся к картинке ........
668517,668877,1074186206,1762432131,???
668517,669046,428226633,1762617086,Лютая
668517,669049,172524141,1762621137,"Как говорят ""Volvo"" это машина для унылых стариков. Получается я таким родился. Я в школе эти машины в тетрадках рисовал. Сейчас подрос состарился еще больше и парочка вольво стоит в гараже."
668517,669054,37095196,1762624982,В 86 катали на такой.Электролюк.Электрошторки.Всё электро.Круть короче
668509,668514,203049144,1762163508,
668509,668523,668222299,1762165394,Юмор ещё не подвезли.🤔
668486,668789,132810076,1762347583,21013
668486,668887,1074186206,1762446479,Сука автор дурак
668486,668888,1074186206,1762446488,Палыч Красава
668465,668493,647072439,1762152617,Очень стильный автомобиль))))
668465,668503,399029071,1762156346,
668465,668620,599674047,1762206704,"Конечно напоминает коунтач. Но тут морда заострённая как будто у самолёта. И жопа такая широкая, скорее всего там и двигатель находится. Но и жопа такая как нигде не найдешь. Уникальная машинка"
668465,668702,1019423300,1762270433,"Он у меня в обвертке турбо попался честно, я даже посты сверху не читал."
668465,668719,46383626,1762279812,С отсылками к зубилу
668465,668773,692098599,1762331610,векторы оч красивые аппараты
668465,668784,1073428001,1762344068,Из игры киберпанк
668465,668792,1021913414,1762350874,когда-нибудь такие корпуса пойдут в массы
668465,668815,22743877,1762365570,"В каком то фильме снимался, насколько помню"
668465,668834,426293809,1762393142,С лямбы слизал
668465,668842,735745020,1762399271,Эх жаль что не Вектор А
668465,668862,173135112,1762416417,turbo детство
668465,668866,200073734,1762419016,"Сделать сделал, а продать не умел🧨"
668465,668871,6853203,1762424412,Ваще кайф
668465,668889,5081747,1762446968,"В итоге обанкротился из за ого что были проблемы с мотором, с расстановкой этого же мотора и тд.  Работать в крупных автокомпаниях, еще не значит что все удастся .  Мужик в любом случае молодец , но все оказалось на  той же помойке как и Деллориан"
668465,668900,262087909,1762457170,М12 интереснее выглядит
668465,668916,1076844481,1762462237,Это г вно типа Марусси.
668465,668927,923526786,1762477628,"У меня в детстве был плакат на стене, с этой машиной.  То ли из авто ревю, то ли из какого другого журнала.. красивая машина на самом деле. Только в салоне с приборами перебор был))"
668465,668980,3989926,1762532974,Есть обзор на нее у Лага Демуро. Тачка просто космос.
668465,669016,15739307,1762593269,"Ещё один ""американец"" девяностых - Mosler Raptor."
668460,668471,668222299,1762144482,Для семьи Аль Капоне
668460,668812,133649920,1762362420,На мой взгляд очень уж она страшная для семейного автомобиля
668456,668468,481196194,1762141035,Эм... Это же Evo V
668392,668403,10638253,1762107834,шикарный !!!
668392,668410,184729802,1762112344,
668361,668384,233134407,1762098159,
668361,668395,1080893928,1762104113,Пузик?
668361,668397,606666009,1762105112,Ламборгини и какая-то рисовозка
668361,668399,668222299,1762105586,А при чём тут гтр..🤔
668361,668405,71195778,1762110046,
668361,668411,76263865,1762113493,Автор картинки в глаза долбится что-ли? Причём тут гтр?
668361,668793,1021913414,1762351687,интегра?
668352,668371,472948751,1762093732,😍😍
668352,668515,496619085,1762163756,Вот это стиль Умели же делать👍
668352,668827,206542180,1762377850,Его Cosworth делал
668332,668522,668222299,1762165108,"4,5,7 это рестайлинг 2,1,3   6 и Нива классика"
668332,668896,764124516,1762453699,"А в основе своей всё равно ""копейка"". Точнее, ФИАТ-124"
668332,668961,1057133389,1762525346,"Интересно, а формованный потолок только на семёрке был?"
668332,669004,164607083,1762570337,Просто чудо. Прекрасный автомобиль
